Test,Animal,Treatment,Day,Trial,Duration,Distance,WMC_error,RM_error
1010,11,SEA E12.5,12,2,7.4,1.024,2,0
1011,11,SEA E12.5,12,3,4,0.388,0,0
1012,11,SEA E12.5,12,4,52.9,7.475,10,9
1013,12,SEA E12.5,12,1,7.9,0.485,0,0
1014,12,SEA E12.5,12,2,6.4,0.663,0,1
1015,12,SEA E12.5,12,3,46.2,6.439,11,5
1016,12,SEA E12.5,12,4,8.4,1.213,2,1
1017,13,SEA E12.5,12,1,12.2,0.845,0,1
1018,13,SEA E12.5,12,2,6.1,0.587,0,1
1019,13,SEA E12.5,12,3,11.3,1.814,0,2
1020,13,SEA E12.5,12,4,33.4,4.485,5,6
1021,14,SEA E12.5,12,1,7.6,0.873,0,1
1022,14,SEA E12.5,12,2,8,0.863,0,1
1023,14,SEA E12.5,12,3,120,13.447,15,18
1024,14,SEA E12.5,12,4,19,1.812,2,1
1025,15,SEA E12.5,12,1,120,1.739,0,10
1026,15,SEA E12.5,12,2,8.3,0.574,0,1
1027,15,SEA E12.5,12,3,84.4,2.701,2,5
1028,15,SEA E12.5,12,4,120,2.672,3,5
1029,16,SEA E12.5,12,1,120,2.713,0,1
1030,16,SEA E12.5,12,2,120,2.129,,
1031,16,SEA E12.5,12,3,120,2.293,,
1032,16,SEA E12.5,12,4,120,4.335,,
1033,17,Saline E12.5,12,1,20.2,0.599,0,1
1034,17,Saline E12.5,12,2,120,0.404,0,1
1035,17,Saline E12.5,12,3,9.8,0.763,0,1
1036,17,Saline E12.5,12,4,120,1.82,6,1
1037,18,Saline E12.5,12,1,4.8,0.625,0,1
1038,18,Saline E12.5,12,2,15.1,2.082,1,2
1039,18,Saline E12.5,12,3,10.6,0.99,0,0
1040,18,Saline E12.5,12,4,25.6,3.459,1,6
1041,19,Saline E12.5,12,1,3.5,0.428,0,1
1042,19,Saline E12.5,12,2,7,1.001,2,1
1043,19,Saline E12.5,12,3,8.1,1.299,0,3
1044,19,Saline E12.5,12,4,120,17.728,22,32
1045,20,Saline E12.5,12,1,6.4,0.666,0,1
1046,20,Saline E12.5,12,2,7.1,1.252,0,3
1047,20,Saline E12.5,12,3,11.2,1.566,0,4
1048,20,Saline E12.5,12,4,44,5.915,5,9
1049,21,Saline E12.5,12,1,120,1.188,0,1
1050,21,Saline E12.5,12,2,102.7,1.863,0,1
1051,21,Saline E12.5,12,3,120,2.506,0,4
1052,21,Saline E12.5,12,4,120,2.98,2,2
1053,22,Saline E12.5,12,1,10.7,1.091,0,2
1054,22,Saline E12.5,12,2,5.6,0.519,0,0
1055,22,Saline E12.5,12,3,57.6,8.499,9,11
1056,22,Saline E12.5,12,4,9.3,1.052,1,1
